"date","adult_icu_crci_patients","adult_icu_non_crci_patients","available_adult_icu_beds","total_adult_icu_patients","total_adult_icu_beds","ped_icu_crci_patients","ped_icu_non_crci_patients","available_ped_icu_beds","total_ped_icu_patients","total_ped_icu_beds"
"2022-09-19",128,1584,631,1712,2343,5,77,27,82,109
"2022-09-20",129,1615,599,1744,2343,5,85,19,90,109
"2022-09-21",123,1610,610,1733,2343,3,89,17,92,109
"2022-09-22",127,1606,610,1733,2343,2,86,21,88,109
"2022-09-23",121,1581,633,1702,2335,1,93,15,94,109
"2022-09-24",117,1561,657,1678,2335,1,86,22,87,109
"2022-09-25",121,1528,686,1649,2335,1,89,19,90,109
"2022-09-26",124,1538,673,1662,2335,2,88,19,90,109
"2022-09-27",137,1600,598,1737,2335,1,91,17,92,109
"2022-09-28",126,1600,615,1726,2341,2,90,17,92,109
"2022-09-29",131,1581,629,1712,2341,2,86,21,88,109
"2022-09-30",136,1555,650,1691,2341,2,89,18,91,109
"2022-10-01",136,1543,662,1679,2341,1,83,25,84,109
"2022-10-02",134,1550,657,1684,2341,1,85,23,86,109
"2022-10-03",133,1581,627,1714,2341,2,82,25,84,109
"2022-10-04",134,1623,584,1757,2341,2,81,26,83,109
"2022-10-05",135,1671,535,1806,2341,1,88,20,89,109
"2022-10-06",127,1676,538,1803,2341,4,91,14,95,109
"2022-10-07",123,1626,592,1749,2341,3,85,21,88,109
"2022-10-08",123,1586,632,1709,2341,3,88,18,91,109
"2022-10-09",118,1582,641,1700,2341,2,75,32,77,109
"2022-10-10",117,1581,643,1698,2341,3,73,33,76,109
"2022-10-11",131,1633,577,1764,2341,3,68,38,71,109
"2022-10-12",140,1677,524,1817,2341,3,80,26,83,109
"2022-10-13",140,1684,517,1824,2341,3,79,27,82,109
"2022-10-14",136,1687,518,1823,2341,3,83,23,86,109
"2022-10-15",142,1618,581,1760,2341,3,78,28,81,109
"2022-10-16",144,1582,615,1726,2341,3,74,32,77,109
"2022-10-17",155,1605,581,1760,2341,4,76,29,80,109
"2022-10-18",154,1616,571,1770,2341,3,75,31,78,109
"2022-10-19",151,1623,567,1774,2341,3,78,28,81,109
"2022-10-20",154,1640,547,1794,2341,3,84,22,87,109
"2022-10-21",156,1631,554,1787,2341,3,87,19,90,109
"2022-10-22",161,1594,586,1755,2341,3,82,24,85,109
"2022-10-23",165,1575,601,1740,2341,2,83,24,85,109
"2022-10-24",155,1597,589,1752,2341,2,81,26,83,109
"2022-10-25",156,1613,572,1769,2341,2,84,26,86,112
"2022-10-26",160,1632,549,1792,2341,3,94,15,97,112
"2022-10-27",146,1647,548,1793,2341,1,95,16,96,112
"2022-10-28",133,1641,567,1774,2341,1,94,17,95,112
"2022-10-29",131,1618,592,1749,2341,1,92,19,93,112
"2022-10-30",127,1633,581,1760,2341,2,90,20,92,112
"2022-10-31",130,1614,597,1744,2341,3,86,23,89,112
"2022-11-01",127,1652,562,1779,2341,4,87,21,91,112
"2022-11-02",134,1636,571,1770,2341,4,103,5,107,112
"2022-11-03",136,1689,516,1825,2341,4,98,10,102,112
"2022-11-04",136,1652,553,1788,2341,4,98,10,102,112
"2022-11-05",141,1630,570,1771,2341,4,91,17,95,112
"2022-11-06",140,1605,596,1745,2341,1,89,22,90,112
"2022-11-07",143,1599,599,1742,2341,1,90,21,91,112
"2022-11-08",143,1651,547,1794,2341,1,109,2,110,112
"2022-11-09",138,1646,557,1784,2341,2,109,1,111,112
"2022-11-10",138,1642,561,1780,2341,5,117,-10,122,112
"2022-11-11",137,1594,610,1731,2341,4,113,-5,117,112
"2022-11-12",136,1571,634,1707,2341,3,112,-3,115,112
"2022-11-13",143,1521,677,1664,2341,3,110,-1,113,112
"2022-11-14",134,1533,674,1667,2341,3,106,3,109,112
"2022-11-15",129,1586,626,1715,2341,3,107,2,110,112
"2022-11-16",127,1623,591,1750,2341,3,107,2,110,112
"2022-11-17",117,1664,560,1781,2341,2,112,-2,114,112
"2022-11-18",125,1631,585,1756,2341,1,112,-1,113,112
"2022-11-19",129,1600,612,1729,2341,1,114,-3,115,112
"2022-11-20",127,1594,620,1721,2341,1,117,-6,118,112
"2022-11-21",130,1607,604,1737,2341,0,116,-4,116,112
"2022-11-22",127,1619,595,1746,2341,2,103,7,105,112
"2022-11-23",134,1605,602,1739,2341,4,106,2,110,112
"2022-11-24",129,1631,581,1760,2341,1,109,20,110,130
"2022-11-25",134,1617,590,1751,2341,2,121,7,123,130
"2022-11-26",123,1611,607,1734,2341,2,113,15,115,130
"2022-11-27",126,1575,640,1701,2341,2,114,14,116,130
"2022-11-28",125,1584,632,1709,2341,2,114,14,116,130
"2022-11-29",115,1630,596,1745,2341,2,111,17,113,130
"2022-11-30",118,1640,583,1758,2341,2,120,8,122,130
"2022-12-01",113,1640,588,1753,2341,3,117,10,120,130
"2022-12-02",105,1697,539,1802,2341,4,109,17,113,130
"2022-12-03",114,1650,577,1764,2341,3,109,18,112,130
"2022-12-04",113,1634,594,1747,2341,2,108,20,110,130
"2022-12-05",112,1660,569,1772,2341,3,102,25,105,130
"2022-12-06",110,1685,546,1795,2341,3,108,19,111,130
"2022-12-07",114,1668,559,1782,2341,3,110,17,113,130
"2022-12-08",113,1722,506,1835,2341,2,117,11,119,130
"2022-12-09",113,1683,545,1796,2341,2,118,11,120,131
"2022-12-10",115,1644,582,1759,2341,2,118,11,120,131
"2022-12-11",104,1641,596,1745,2341,2,121,8,123,131
"2022-12-12",105,1640,596,1745,2341,2,118,11,120,131
"2022-12-13",105,1669,567,1774,2341,3,122,6,125,131
"2022-12-14",103,1666,572,1769,2341,2,119,10,121,131
"2022-12-15",105,1643,593,1748,2341,2,115,14,117,131
"2022-12-16",106,1630,605,1736,2341,2,106,23,108,131
"2022-12-17",112,1608,621,1720,2341,2,111,18,113,131
"2022-12-18",111,1598,632,1709,2341,2,110,19,112,131
"2022-12-19",119,1590,632,1709,2341,3,110,18,113,131
"2022-12-20",124,1628,589,1752,2341,1,116,14,117,131
"2022-12-21",119,1608,614,1727,2341,2,111,18,113,131
"2022-12-22",116,1620,605,1736,2341,2,104,25,106,131
"2022-12-23",107,1579,655,1686,2341,2,108,21,110,131
"2022-12-24",102,1529,710,1631,2341,2,120,9,122,131
"2022-12-25",98,1526,717,1624,2341,3,105,23,108,131
"2022-12-26",92,1548,701,1640,2341,4,108,19,112,131
"2022-12-27",103,1543,695,1646,2341,3,106,22,109,131
"2022-12-28",110,1539,692,1649,2341,5,93,33,98,131
"2022-12-29",114,1580,647,1694,2341,5,95,31,100,131
"2022-12-30",124,1577,640,1701,2341,6,97,28,103,131
"2022-12-31",130,1566,645,1696,2341,5,93,33,98,131
"2023-01-01",127,1559,655,1686,2341,4,95,32,99,131
"2023-01-02",126,1572,643,1698,2341,4,79,48,83,131
"2023-01-03",136,1593,612,1729,2341,6,85,40,91,131
"2023-01-04",132,1642,567,1774,2341,6,88,37,94,131
"2023-01-05",133,1661,547,1794,2341,6,91,34,97,131
"2023-01-06",145,1645,551,1790,2341,7,97,27,104,131
"2023-01-07",135,1642,564,1777,2341,8,105,18,113,131
"2023-01-08",135,1629,577,1764,2341,6,99,26,105,131
"2023-01-09",141,1657,543,1798,2341,7,100,24,107,131
"2023-01-10",134,1718,489,1852,2341,7,95,29,102,131
"2023-01-11",123,1716,502,1839,2341,6,89,36,95,131
"2023-01-12",117,1689,535,1806,2341,5,98,28,103,131
"2023-01-13",122,1671,548,1793,2341,5,99,27,104,131
"2023-01-14",116,1693,532,1809,2341,6,86,39,92,131
"2023-01-15",115,1674,552,1789,2341,6,87,38,93,131
"2023-01-16",112,1655,574,1767,2341,6,82,43,88,131
"2023-01-17",109,1689,543,1798,2341,6,84,41,90,131
"2023-01-18",103,1696,542,1799,2341,6,92,33,98,131
"2023-01-19",104,1697,540,1801,2341,5,86,40,91,131
"2023-01-20",100,1669,572,1769,2341,5,83,43,88,131
"2023-01-21",100,1614,627,1714,2341,5,80,46,85,131
"2023-01-22",100,1595,646,1695,2341,4,75,52,79,131
"2023-01-23",99,1618,624,1717,2341,3,85,43,88,131
"2023-01-24",101,1682,558,1783,2341,4,95,32,99,131
"2023-01-25",106,1662,573,1768,2341,4,89,38,93,131
"2023-01-26",100,1657,584,1757,2341,4,93,34,97,131
"2023-01-27",101,1656,584,1757,2341,3,91,37,94,131
"2023-01-28",92,1626,623,1718,2341,4,83,44,87,131
"2023-01-29",96,1611,634,1707,2341,5,79,47,84,131
"2023-01-30",100,1600,641,1700,2341,3,77,51,80,131
"2023-01-31",104,1630,607,1734,2341,2,76,53,78,131
"2023-02-01",101,1634,606,1735,2341,2,90,39,92,131
"2023-02-02",98,1625,618,1723,2341,2,89,40,91,131
